pl_orbsmax,pl_orbper,pl_orbincl,pl_orbeccen,pl_masse,pl_msinie,st_mass,sy_dist,Re,pl_orblper,pl_name,SpT Number,pl_mass_or_msini_e,contrast_at_highest_contrast,separation_at_highest_contrast,phase_at_highest_contrast,separation_at_largest_separation,contrast_at_largest_separation,phase_at_largest_separation,separation_at_average_separation,contrast_at_average_separation,phase_at_average_separation
0.435,125.94,,0.31,,53.0,0.7,20.2695,7.934702490607182,41.0,BD-06 1339 c,5.7,53.0,0.0006774044184135104,0.042918221386348446,30.013918883796993,4.150407779813689,1.8752341591722944e-08,101.09417525499865,3.5867506797743096,4.709639703442645e-08,77.25190129065025
0.68,237.6,,0.19,,104.0,0.74,41.3342,9.607856334402191,-233.0,BD-08 2823 c,5.3,104.0,0.004987289567519877,0.009392606328196915,30.000907303281387,2.8926434215978456,1.4883461967559249e-08,98.31748627921229,2.6708005086709052,2.8193823006609508e-08,79.95256580586768
2.36,1634.0,,0.05,,206.5895,0.65,27.1665,10.764390130396674,343.88,BD-11 4672 b,5.229557690537078,206.5895,1.4174039646500816e-05,0.3003109844124071,30.02273640415138,14.51678746401499,2.259418246694549e-09,88.89248000283293,13.870554026215228,3.4921563387149103e-09,74.6766187123958
0.3,74.2,,0.4,,15.37,0.65,27.1665,3.8677926228352,245.92,BD-11 4672 c,5.229557690537078,15.37,0.0014506707041868584,0.010667098025268308,30.00103736563796,1.9266504674627096,2.4621728572487417e-08,72.04371765983753,1.9018851454722843,2.949490096898987e-08,64.3429278913355
1.34,655.6,,0.54,,1620.9,0.74,34.4603,11.978227062532936,112.2,BD-17 63 b,5.5,1620.9,1.0367698800837446e-05,0.3073853730560174,30.526710705596066,6.635184026101163,3.403410213665287e-09,115.30436843403503,7.1050563747867805,3.403410213665287e-09,115.30436843403503
0.035,6.689,,0.29,,1.74,0.12,3.67278,1.2027713724296163,88.0,GJ 1061 c,6.55,1.74,0.0006156281943485996,0.037655082890901165,30.060398711621733,1.4696488447821425,9.087063966870769e-08,105.23788079507408,1.5835604745882197,1.0079626035363201e-07,102.28879230068746
0.054,13.031,,0.53,,1.64,0.12,3.67278,1.1792737079940734,157.0,GJ 1061 d,6.55,1.64,0.0001821359822173787,0.06786140962551075,30.11248730188651,3.4375465565187353,1.9021145612000126e-08,100.06205058690335,2.673917849710619,6.225991670277731e-08,74.36850315218813
0.163506,41.397,,0.314,,94.7094,0.34,11.0143,9.40829097269114,238.1,GJ 1148 b,6.229503631424407,94.7094,0.007294307977471982,0.02854015108907947,30.004795791493763,2.6742217824547456,4.2197401421907e-07,76.12918659783486,2.4839829110550657,6.67229274210874e-07,60.612667893363835
0.912,532.58,,0.342,,68.06,0.34,11.0143,8.618675909950419,210.4,GJ 1148 c,6.229503631424407,68.06,6.268002017657371e-05,0.2820246485761836,30.019568970844105,16.899859861488952,7.877526692382971e-09,81.3148064483251,13.976369696306259,1.77779976640876e-08,58.54247605029049
0.072,11.4407,,0.094,,3.03,0.38,3.56228,1.4470411323184258,55.0,GJ 15 A b,6.1,3.03,0.06567894346210354,0.004523166897669951,30.000115395800623,3.3871111570632366,3.860358570009308e-08,93.26878185102692,3.237366711266253,6.169872536114675e-08,78.81682286182831
5.4,7600.0,,0.27,,36.0,0.38,3.56228,6.746521477594423,-58.4,GJ 15 A c,6.1,36.0,9.281724106874936e-07,5.609282548320886,30.01856117015194,269.44983734505433,1.9250116312760053e-10,78.7968665718934,250.54574349712286,3.1509153777684326e-10,61.994014771927205
2.41,2288.0,,0.21,,260.61,0.36,12.356,11.046395151025756,153.0,GJ 179 b,6.35,260.61,6.48967476350929e-05,0.31668115775066685,30.00672637368867,36.778952258951975,1.4940578021253866e-09,95.29677804603695,31.78954056408606,3.793535633076835e-09,69.8725668692265
0.129,24.329,,0.09,,6.4,0.43,11.9407,2.150464472657827,230.0,GJ 180 c,6.2,6.4,0.00014275500821725362,0.04300918048658563,30.027161934669298,1.8180748513664478,3.233313448742077e-08,85.73041140802023,1.7297694770784964,4.8606332896002435e-08,72.09218116523452
0.97,471.0,,0.1,,32.0,0.58,5.75624,6.3589195033810135,150.0,GJ 229 b,6.1,32.0,0.0001911980222814231,0.2279809818966052,30.00401128477308,29.15453328166587,4.092140382713572e-09,91.15514378241144,27.006721680255524,6.994839546642436e-09,74.92399724008565
0.0818,14.238,,0.1,,4.0,0.36,5.58057,1.5874010519681994,78.8,GJ 251 b,6.3,4.0,0.00010259201092730741,0.08011723868212457,30.07155947210107,2.3712013671098724,3.784569722564668e-08,93.96887345050088,2.3491663494797796,4.579218886423694e-08,87.84453286502965
0.091101,18.6498,,0.1,,2.89,0.29,5.921535,1.4244021294130649,,GJ 273 b,6.35,2.89,0.0003239494837845891,0.03813648290277231,30.01232742860541,2.697483015004429,2.2493706944686547e-08,91.42587115358064,2.4656298047622767,4.4063692955936666e-08,70.6778506213142
0.49,133.71,,0.511,,1071.04,0.9,17.5559,11.94428742428012,290.7,GJ 3021 b,4.6,1071.04,0.13879221641179748,0.005211438365043644,30.000033970341732,4.713343546624294,1.0684117034582367e-07,65.380833781579,5.0319898369474725,1.0684117034582367e-07,65.380833781579
0.698,257.8,,0.32,,10.5,0.68,28.4712,2.9963222542116936,,GJ 3138 d,6.0,10.5,9.004293085093636e-05,0.031648525160598746,30.004202787609913,5.157282153291882,1.2202927260407555e-09,90.15246460736503,4.1096796374958355,3.5494954480240665e-09,63.28974596687335
0.95,692.9,,0.193,,381.4,0.26,15.1968,11.411915680004276,344.0,GJ 317 b,6.35,381.4,0.0012932289148926061,0.05958935669053648,30.001718646646705,11.802374323831216,1.2526967200619178e-08,88.13997528776625,10.154499928332962,2.801967333248676e-08,64.46236545699675
5.78,7500.0,,0.25,,531.72692,0.45,15.1968,11.64905307398567,-65.9,GJ 317 c,6.058393090031537,531.72692,0.005324049296844169,0.02997923195572749,30.00000821676887,65.24357324299326,5.404680584177139e-10,78.58648822738445,62.547883403777575,7.38743200722523e-10,66.95068886743798
4.5,4100.0,,0.37,,731.0,0.69,20.5266,11.816328349361712,290.0,GJ 328 b,6.1,731.0,8.942394767709907e-06,0.5493247894071599,30.006965764290822,37.20050953558612,1.0599376390814267e-09,72.94118426642532,37.35275709894517,1.1104427445718917e-09,70.73170666914875
0.1434,30.6,,0.07,,25.72,0.42,20.1903,5.618209501521395,-103.0,GJ 3293 b,6.25,25.72,0.0008645934656488878,0.02700274298718378,30.024742990608054,1.1476563466867684,1.8549190994416864e-07,87.40260790202205,1.1353821583621801,2.378816287167251e-07,78.38796815097619
0.364,123.75,,0.33,,25.72,0.42,20.1903,5.618209501521395,-21.4,GJ 3293 c,6.25,25.72,0.0006774326201789913,0.03050811312138236,30.00548397662472,3.737324859884783,1.898165151219737e-08,84.21008699062727,3.0314999725299265,4.7720282319111884e-08,59.30620492177359
0.19394,48.1345,,0.12,,7.6,0.42,20.1903,2.4128859597300485,,GJ 3293 d,6.25,7.6,0.0006308189438676454,0.013578050815816202,30.00407514942186,1.7147670599226383,1.3720386859922053e-08,91.47453342194171,1.5428130446269201,2.8964537837015002e-08,68.96578504601358
0.1264,40.54,,0.17,,2.31,0.16,5.37484,1.321916408284309,,GJ 3323 c,6.4,2.31,5.1708454026724413e-05,0.09758796352227,30.03595520255788,4.38525498438823,8.857212129881935e-09,91.58747292118497,3.8043910009910826,2.1284517546838353e-08,66.39377942302836
0.142,24.422,,0.109,,10.6,0.64,6.33256,3.015411725235005,,GJ 338 B b,6.0,10.6,0.00015294477683826162,0.10985388590454107,30.048843055540416,3.96379423917355,4.079661406831842e-08,91.4480330601857,3.597114734685349,7.901898519335797e-08,71.0391377875476
0.338,203.59,,0.4356,,147.15529,0.12,9.48637,10.257703137009486,125.49,GJ 3512 b,6.55,147.15529,0.00045695119145199617,0.018722419955376705,149.99965753918934,6.7493325142109395,4.247930986393766e-08,108.01629178228225,6.220905760032527,8.214656466845464e-08,92.13031360739149
1.292,1599.6,,0.0183,,63.56568,0.12,9.48637,8.439035338091111,26.0,GJ 3512 c,6.55,63.56568,0.000463703062390496,0.11788897007663392,30.001486725721552,22.073172457616696,4.817480112449021e-09,89.71326081195217,21.722416389413254,6.322794390232677e-09,80.56726855738931
0.0789,12.946,,0.12,,2.69,0.39,5.675773,1.3907554163763347,140.7,GJ 411 b,6.15,2.69,0.0006564211859359895,0.02729112354258414,30.0089833262107,2.41550007448833,2.6304874446041134e-08,94.93234937075734,2.23275293245958,4.8917821240876266e-08,76.12814256707367
0.2324,50.8,,0.45,,7.6,0.65,11.8893,2.63,111.0,GJ 414 A b,5.7,7.6,0.014442647600315689,0.005252648389064811,30.00044646621645,3.33083606873515,6.25099834671182e-09,112.05094057963633,3.4327227268076106,6.761485300241066e-09,110.0622489285768
1.4,749.83,,0.105,,53.83,0.65,11.8893,8.4,74.0,GJ 414 A c,5.7,53.83,1.1696825231240679e-05,0.5893640681117083,30.0604187748879,19.219226387127154,3.3212068899410104e-09,96.24114395862108,18.881312915712634,4.3869913413083025e-09,87.25347872393283
0.06,7.3709,,0.08,,6.3566,0.59,9.06456,2.14068300645908,,GJ 433 b,6.084571560983167,6.3566,0.0006911676869121921,0.025630860182312476,30.030003106665404,1.1395163989595638,1.216666648997417e-07,91.37500355211851,1.0589245369889688,2.2084265195422342e-07,72.53389095857729
3.6,3400.0,,0.08,,45.0,0.48,9.06456,7.449751613931723,340.0,GJ 433 c,6.15,45.0,1.2947472332428119e-05,0.65177339672819,30.005027729277465,68.05130490060532,4.587921389909093e-10,87.51987050804598,63.53547221933813,7.617205112861304e-10,71.44854492114753
3.53,3448.0,,0.09,,492.63403,0.49,18.3554,11.600520479225366,-69.0,GJ 463 b,6.3,492.63403,7.882349496615512e-06,0.6423261696542393,30.018534181240028,31.545685635007413,1.2971160617323193e-09,86.48517598120364,30.792089375290505,1.7922694770608451e-09,74.96973468715973
0.422,140.43,,0.45,,5.2,0.51,7.61778,1.8711729462226436,-143.0,GJ 514 b,6.05,5.2,0.0001515026448261966,0.0569475917312762,30.001733911663532,11.678272064111624,1.8048793713902575e-09,76.75159854498955,9.728433443838146,3.903626766311901e-09,55.48409939985528
0.041,5.368,,0.022,,15.2,0.31,6.2981,3.83907762421051,118.3,GJ 581 b,6.138440265787164,15.2,0.003188477782123513,0.030799750908696036,30.04543604612927,1.048644722075785,9.87399231766854e-07,90.25504728838827,1.0383705376467307,1.1835882259250988e-06,84.07232757253253
0.078361,14.628,,0.13,,2.82,0.3,6.47249,1.4128076443741246,343.1,GJ 625 b,6.2,2.82,0.00019579279055655633,0.04451135407962724,30.025407971266088,2.169131545910474,3.0734300660206846e-08,88.86291530264121,1.9469550171985632,6.278658010785738e-08,67.01763663085195
1.1325,604.8,,0.17,,87.40281,0.53,10.3796,9.228617714449149,-13.0,GJ 649 b,5.803079629376278,87.40281,0.010074043187858395,0.0252788332799755,30.000102682055378,20.264842123220244,5.825205734308556e-09,88.97286099895639,17.650670417026646,1.3588576910998613e-08,64.24088079548494
0.213,62.24,,0.02,,2.7,0.33,7.24396,1.3924766500838337,28.6,GJ 667 C e,6.15,2.7,2.9576413531183847e-05,0.10085563784511109,30.023428694683357,4.768931250260308,4.91326228483411e-09,88.99824893890865,4.689897768354593,5.877296684058548e-09,82.91102656685588
0.156,39.026,,0.03,,2.7,0.33,7.24396,1.3924766500838337,103.1,GJ 667 C f,6.15,2.7,3.871160850060119e-05,0.0881519879630863,30.034694751240618,3.4559753488668363,8.664392414849459e-09,91.77983907055044,3.4357132455511477,1.03875427233301e-08,85.55009834271894
0.549,256.2,,0.08,,4.6,0.33,7.24396,1.7236117130034156,51.6,GJ 667 C g,6.15,4.6,0.00016006362001227695,0.05366833764335685,30.001119780655063,12.659735100763386,9.798361840648323e-10,92.1198856313748,12.124303248393124,1.5681140257204242e-09,77.5873322713121
0.039,4.6938,,0.2,,11.09,0.35,4.54896,3.108106026455573,143.0,GJ 674 b,6.25,11.09,1.1867520432674525,0.0017898085603019992,30.000115771265968,1.57530333796132,4.5343175072278973e-07,96.87835444740286,1.3945228237502503,1.0950560564250695e-06,72.50378359493865
0.187,35.37,,0.24,,11.5,0.71,16.0272,3.184631910852411,332.3,GJ 676 A e,6.0,11.5,0.02072564930785419,0.0005108426484965032,149.99999479567543,2.244051534096745,2.618953851042139e-08,85.19472737434994,1.9142024666624193,5.868713022841361e-08,61.48984157833925
0.08,17.478,,0.08,,4.4,0.27,5.00671,1.6730348313384664,86.0,GJ 682 b,6.35,4.4,0.0068511987723324265,0.011520469794446982,30.00119787676322,2.553334011526132,4.341685496426461e-08,95.21295166303236,2.556218887854826,4.7560468647378104e-08,92.10794287811132
0.176,57.32,,0.1,,8.7,0.27,5.00671,2.641615406030032,320.0,GJ 682 c,6.35,8.7,0.00042986483197973404,0.07261743519906612,30.007453053174004,6.021424627758058,2.542261111265816e-08,85.5394236248098,5.633771890995833,4.143866686868211e-08,69.7951237256869
0.1344,24.16,,0.0,,9.0,0.55,14.3155,2.70230379303202,,GJ 685 b,6.05,9.0,0.002475722209559518,0.010826176837141691,30.00259454207151,1.4970955533337789,4.623752402394741e-08,90.42848290877572,1.4971513741518074,4.623752402394741e-08,90.42848290877572
0.1658,38.152,,0.153,,17.57591,0.42,4.54939,4.304076219185907,50.0,GJ 687 b,6.002083430696094,17.57591,0.0016547676046540169,0.0663660757531554,30.008486557330038,6.343221148401786,5.53830779895094e-08,95.8134233793674,5.879738415433802,1.0617251313113628e-07,76.90917003282053
0.119,19.466,,0.12,,13.64,0.57,15.5575,3.5704036483877517,110.22,GJ 720 A b,6.05,13.64,0.000447850141371895,0.03094148233710493,30.040753886047842,1.2622039452852434,7.984111227728595e-08,96.81396999992448,1.2285584820832192,1.1611509712451681e-07,85.04452731714368
2.35,1890.0,,0.06,,260.61,0.49,8.80058,11.046395151025756,351.0,GJ 849 b,6.35,260.61,1.4949588129432191e-05,0.9263092902449742,30.023263354916065,45.102881554753026,2.3291406462378708e-09,89.20301683385614,42.65898916383641,3.937395947213915e-09,72.50104059736665
0.113,15.76491,,0.0416,,1242.66,0.77,10.7836,11.970727510848292,269.0,GJ 86 b,4.795114758327764,1242.66,0.023907671377764377,0.020487024474219174,30.00687416316183,1.6703503143718292,1.3320088218674478e-06,89.09887283807768,1.6724889731942738,1.4483059657991528e-06,85.96023601227218
0.21,60.85,,0.27,,670.59,0.34,4.67517,11.776420111516911,24.0,GJ 876 b,6.242947883213191,670.59,0.08698502812371464,0.02437222761122587,30.000824683671908,8.884657289321657,2.075556617460925e-07,94.59165353995293,7.424089674237057,5.535478753171831e-07,69.25548676425784
0.068,9.262,,0.0,,4.2,0.49,3.29,1.6216932687551089,,GJ 887 b,6.1,4.2,0.003482985859035409,0.023833914881908874,30.00259454207151,3.2958678326616124,6.504956077478187e-08,90.42848290877572,3.29599072263889,6.504956077478187e-08,90.42848290877572
0.88,771.36,,0.46,,66.74397,0.15,4.471,8.56789567919826,321.79,GJ 9066 c,6.5,66.74397,0.00028130653958432627,0.32604284908278003,30.00445175808809,41.43221803682668,8.998759717045882e-09,75.35016158516228,34.70783736292575,1.8218784148184602e-08,55.793841773352106
0.291,73.94,,0.44,,19.66,0.6,11.9315,4.689211621723052,339.58,GJ 96 b,6.2,19.66,0.0009243050236556277,0.036888525939518614,30.004966379292902,5.446761612236301,1.8518015685500418e-08,82.66658190152297,4.2657789912965685,4.8192427628397014e-08,58.31621299864391
0.0905,13.8508,,0.363,,5.63,0.52,9.8528,1.973478112383778,43.0,Gl 49 b,6.15,5.63,0.0929026754621474,0.0018752592246732258,30.00016779044039,1.8076040764227774,2.5524295768094075e-08,101.51550927666331,1.5612484657863754,6.567543579163448e-08,78.45765238369465
0.0917,15.5314,,0.077,,6.64,0.43,8.15728,2.2041660188134258,,Gl 686 b,6.1,6.64,0.00020214687436618837,0.054223184980376225,30.046524484498562,1.9298976350498935,5.5542592910882495e-08,91.36717355993079,1.7979702156290553,1.0116245104382315e-07,72.42077277515726
4.13,3407.0,,0.601,,507.0,0.81,37.7647,11.619187141295996,143.7,HAT-P-11 c,5.060214949600127,507.0,4.247361815250088e-06,0.055256128325886875,149.99949097071521,24.74385536049047,2.6003933829306133e-10,107.58020805907914,20.589222233489558,6.890573206086114e-10,87.44000819143878
1.03,383.70001,,0.36,,327.3649,0.83,49.5336,11.27847527002104,,HD 100777 b,4.532395999590604,327.3649,0.007555890766530989,0.00747498144997857,30.000345442001155,4.506691545246295,7.4420675817074035e-09,90.33917889214943,3.530842457731443,2.2154696499193985e-08,63.495926007822135
0.2699,49.745,90.0,0.026,,25.1,1.06,38.9607,5.5342408817253865,166.0,HD 10180 e,4.1,25.1,0.0031591110567490695,0.007684177977728504,0.4013909054112704,1.1321351481377275,4.392764725974322e-08,91.90891037662271,1.1050854630074933,6.53777348981578e-08,78.05401695961541
0.4929,122.744,,0.119,,22.94733,1.06,38.9607,5.224492710474856,327.0,HD 10180 f,4.282481517744782,22.94733,4.4783053755871046e-05,0.05717414238533458,30.035645582950366,2.2138542763245073,1.1403431318279828e-08,87.97292742562358,2.0317450936770407,2.1350605082810266e-08,67.86845071570363
1.422,601.2,90.0,0.19,,21.4,1.06,38.9607,4.9826756366137,347.0,HD 10180 g,4.1,21.4,1.0466563966713862e-05,0.12018266874891,1.1797143651209463,6.891614867972651,1.0588289963679678e-09,88.37981319139783,5.925362427515118,2.5613750800490676e-09,60.504956425026776
3.4,2222.0,90.0,0.08,,64.4,1.06,38.9607,8.473749885768502,174.0,HD 10180 h,4.1,64.4,3.625832958527091e-06,0.34724010236569003,1.4481402172757727,15.021232498997508,5.944868106005948e-10,91.33770064831583,13.960875533306497,1.1561334916873712e-09,69.42273915904485
0.302,70.46,,0.11,,95.34,0.74,30.0274,9.42279213010087,251.0,HD 101930 b,5.1,95.34,0.03525053527465642,0.004769594424358143,30.00036105009055,1.6521797233741211,1.1834543158354986e-07,85.90339665800998,1.6135474631678828,1.6184219365833506e-07,74.52369565804922
0.46,122.1,,0.34,,16.0,0.85,9.2894,3.985750436603875,105.0,HD 102365 b,4.46731769425449,16.0,0.000487950791978109,0.055427797993647006,30.005507439585504,8.15354042898249,4.829136826062559e-09,106.58780288507211,8.353081067144505,5.289677514542983e-09,104.09875063306555
4.074,3090.942,,0.11,,113.9,0.95,62.758,9.791706202498062,108.69,HD 102843 b,5.0,113.9,3.050707664401202e-05,0.08060933073537718,30.003760666805647,10.659061146864271,5.569856368652556e-10,94.363800441732,10.414644763854708,7.40764946334588e-10,85.40678002818524
3.27,1919.0,,0.31,,457.67291,1.28,55.5213,11.550472720150232,181.49,HD 103891 b,3.9,457.67291,3.692979203048877e-06,0.308841912921978,30.0660536657657,12.302314094828713,8.512464355776004e-10,89.57939412368476,9.84335378277216,2.4024915921606118e-09,62.76533689664791
0.439,120.878,,0.19,,11.2,0.77,26.4997,3.128727681938856,127.74,HD 103949 b,5.3,11.2,0.0018909524277271781,0.0010049076403943838,149.99999441954785,2.918986976198298,3.847004576586423e-09,97.67874085287065,2.689463390553182,7.320089829393204e-09,79.31529224393924
0.2673,55.828,,0.247,,64.51917,0.82,20.3632,8.478655419211277,10.0,HD 104067 b,4.945382456913388,64.51917,0.0005547958750857845,0.05043760914819075,30.035082836949016,2.600443224997048,7.180767324668164e-08,91.77591805179807,2.157127375784971,1.792085558598901e-07,67.14816425437645
3.38,2412.0,,0.0,,203.41018,0.89,55.2411,10.74377689137742,90.0,HD 105779 b,4.2,203.41018,8.629369550726498e+23,5.974591328500342e-16,30.000000000000004,9.75601993481124,1.144373052869376e-09,90.78728756262149,9.757248102326459,1.144373052869376e-09,90.78728756262149
2.61,1531.0,,0.48,,2202.5619,1.01,38.185,11.905010201699469,,HD 106252 b,4.306507436848413,2202.5619,1.0358989276290728e-05,0.2763648262113826,30.05494655090666,16.11875217455707,1.0758917934631194e-09,90.83421504866614,12.155517110753888,3.368814801563245e-09,64.69891039098444
2.015,989.2,,0.15,,298.75,1.11,17.3357,11.190353665432715,212.0,HD 10647 b,3.9,298.75,3.119257236763748e-05,0.32980316251450537,30.013993875683447,20.828599865998147,3.2301241804353857e-09,84.9267475314542,18.74412484337726,5.952000509335374e-09,66.0764529734017
0.3668,77.181,,0.174,,64.51917,1.11,49.4156,8.478655419211277,54.0,HD 107148 b,4.385790712079105,64.51917,1.1714346647378717,0.00045238368508093994,30.00001002893296,1.2925909709276635,4.086911716374784e-08,98.11703736342032,1.2016093668596022,7.78075570222657e-08,79.38714445087992
2.0,1129.0,,0.85,,1112.4,0.84,48.9102,11.952378981400004,190.0,HD 108341 b,5.2,1112.4,4.31866964295727e-05,0.10605646788035891,30.13683168410509,11.90769388299318,1.5027516944022882e-09,82.53668436048264,8.876493013018997,3.8149465894183045e-09,67.39144424069885
2.659,1624.0,,0.239,,314.64,0.95,59.5175,11.241065722275216,27.0,HD 108874 c,4.5,314.64,3.734305571116177e-05,0.08819460237024486,30.010567761493288,8.597845884646745,1.186207221632301e-09,96.23412812975197,7.327848207460246,3.2244506794342636e-09,69.55362038971275
1.259,520.1,,0.338,,950.30694,0.98,55.4156,11.913058552510948,133.1,HD 109286 b,4.4,950.30694,9.33680680681834e-05,0.06348067005662142,30.029896688973032,4.347209116799348,5.042978882580634e-09,101.75729188045239,3.8299382089292844,1.2199849680525262e-08,79.65673806864235
